"Temperature (K)" "Pressure (bar)" "Density (mol/l)" "Volume (l/mol)" "Internal Energy (kJ/mol)" "Enthalpy (kJ/mol)" "Entropy (J/mol*K)"
298.000000000 0.100000000000 0.00403574370741 247.785804179 5.44308170572 7.92093974750 126.841113421
298.000000000 0.200000000000 0.00807101383866 123.900171650 5.44302245309 7.92102588609 121.077761776
298.000000000 0.300000000000 0.0121058104505 82.6049609886 5.44296320927 7.92111203893 117.706334705
298.000000000 0.400000000000 0.0161401335997 61.9573557942 5.44290397427 7.92119820604 115.314211426
298.000000000 0.500000000000 0.0201739833427 49.5687927867 5.44284474810 7.92128438743 113.458691912
298.000000000 0.600000000000 0.0242073597363 41.3097508730 5.44278553075 7.92137058313 111.942585768
298.000000000 0.700000000000 0.0282402628368 35.4104352986 5.44272632224 7.92145679315 110.660705630
298.000000000 0.800000000000 0.0322726927007 30.9859486865 5.44266712257 7.92154301749 109.550264017
298.000000000 0.900000000000 0.0363046493843 27.5446813827 5.44260793174 7.92162925618 108.570761716
298.000000000 1.00000000000 0.0403361329438 24.7916675947 5.44254874976 7.92171550923 107.694546149
298.000000000 1.10000000000 0.0443671434355 22.5392018184 5.44248957663 7.92180177666 106.901893857
298.000000000 1.20000000000 0.0483976809154 20.6621470510 5.44243041235 7.92188805847 106.178241767
298.000000000 1.30000000000 0.0524277454396 19.0738699827 5.44237125693 7.92197435468 105.512530523
298.000000000 1.40000000000 0.0564573370640 17.7124896781 5.44231211038 7.92206066532 104.896163510
298.000000000 1.50000000000 0.0604864558446 16.5326267846 5.44225297270 7.92214699038 104.322325898
298.000000000 1.60000000000 0.0645151018372 15.5002467875 5.44219384389 7.92223332989 103.785523896
298.000000000 1.70000000000 0.0685432750975 14.5893232936 5.44213472395 7.92231968386 103.281263939
298.000000000 1.80000000000 0.0725709756812 13.7796135523 5.44207561290 7.92240605231 102.805823711
298.000000000 1.90000000000 0.0765982036439 13.0551364448 5.44201651073 7.92249243525 102.356085157
298.000000000 2.00000000000 0.0806249590411 12.4031070762 5.44195741745 7.92257883269 101.929410379
298.000000000 2.10000000000 0.0846512419285 11.8131757694 5.44189833307 7.92266524464 101.523547846
298.000000000 2.20000000000 0.0886770523612 11.2768746071 5.44183925758 7.92275167113 101.136560440
298.000000000 2.30000000000 0.0927023903947 10.7872083529 5.44178019100 7.92283811216 100.766769505
298.000000000 2.40000000000 0.0967272560842 10.3383476435 5.44172113332 7.92292456776 100.412710822
298.000000000 2.50000000000 0.100751649485 9.92539581349 5.44166208455 7.92301103792 100.073099571
298.000000000 2.60000000000 0.104775570652 9.54420953068 5.44160304470 7.92309752268 99.7468021691
298.000000000 2.70000000000 0.108799019641 9.19125928986 5.44154401377 7.92318402203 99.4328134274
298.000000000 2.80000000000 0.112821996506 8.86351980086 5.44148499176 7.92327053600 99.1302378665
298.000000000 2.90000000000 0.116844501302 8.55838305490 5.44142597868 7.92335706461 98.8382743084
298.000000000 3.00000000000 0.120866534084 8.27358877772 5.44136697454 7.92344360785 98.5562030839
298.000000000 3.10000000000 0.124888094907 8.00716834332 5.44130797932 7.92353016575 98.2833753375
298.000000000 3.20000000000 0.128909183826 7.75739920397 5.44124899305 7.92361673833 98.0192040315
298.000000000 3.30000000000 0.132929800896 7.52276760562 5.44119001573 7.92370332558 97.7631563342
298.000000000 3.40000000000 0.136949946170 7.30193788291 5.44113104735 7.92378992754 97.5147471448
298.000000000 3.50000000000 0.140969619703 7.09372701795 5.44107208792 7.92387654421 97.2735335579
298.000000000 3.60000000000 0.144988821551 6.89708343929 5.44101313746 7.92396317560 97.0391101068
298.000000000 3.70000000000 0.149007551767 6.71106925887 5.44095419595 7.92404982173 96.8111046597
298.000000000 3.80000000000 0.153025810405 6.53484531371 5.44089526341 7.92413648262 96.5891748627
298.000000000 3.90000000000 0.157043597520 6.36765850881 5.44083633984 7.92422315827 96.3730050450
298.000000000 4.00000000000 0.161060913166 6.20883105866 5.44077742524 7.92430984870 96.1623035162
298.000000000 4.10000000000 0.165077757397 6.05775130320 5.44071851962 7.92439655393 95.9568001970
298.000000000 4.20000000000 0.169094130267 5.91386583567 5.44065962298 7.92448327396 95.7562445361
298.000000000 4.30000000000 0.173110031831 5.77667272904 5.44060073533 7.92457000882 95.5604036714
298.000000000 4.40000000000 0.177125462141 5.64571568600 5.44054185666 7.92465675850 95.3690608031
298.000000000 4.50000000000 0.181140421253 5.52057896898 5.44048298700 7.92474352304 95.1820137500
298.000000000 4.60000000000 0.185154909219 5.40088299154 5.44042412633 7.92483030243 94.9990736633
298.000000000 4.70000000000 0.189168926094 5.28628047243 5.44036527466 7.92491709670 94.8200638803
298.000000000 4.80000000000 0.193182471931 5.17645307054 5.44030643199 7.92500390586 94.6448188975
298.000000000 4.90000000000 0.197195546783 5.07110843177 5.44024759834 7.92509072991 94.4731834503
298.000000000 5.00000000000 0.201208150705 4.96997759035 5.44018877370 7.92517756888 94.3050116853
298.000000000 5.10000000000 0.205220283750 4.87281267586 5.44012995809 7.92526442277 94.1401664148
298.000000000 5.20000000000 0.209231945971 4.77938488485 5.44007115149 7.92535129161 93.9785184438
298.000000000 5.30000000000 0.213243137421 4.68948268203 5.44001235392 7.92543817539 93.8199459608
298.000000000 5.40000000000 0.217253858155 4.60291020143 5.43995356538 7.92552507415 93.6643339854
298.000000000 5.50000000000 0.221264108224 4.51948582183 5.43989478587 7.92561198788 93.5115738676
298.000000000 5.60000000000 0.225273887683 4.43904089499 5.43983601540 7.92569891660 93.3615628305
298.000000000 5.70000000000 0.229283196584 4.36141860763 5.43977725398 7.92578586033 93.2142035553
298.000000000 5.80000000000 0.233292034981 4.28647296116 5.43971850160 7.92587281907 93.0694038012
298.000000000 5.90000000000 0.237300402926 4.21406785521 5.43965975827 7.92595979285 92.9270760581
298.000000000 6.00000000000 0.241308300472 4.14407626278 5.43960102400 7.92604678167 92.7871372286
298.000000000 6.10000000000 0.245315727673 4.07637948649 5.43954229878 7.92613378554 92.6495083363
298.000000000 6.20000000000 0.249322684581 4.01086648686 5.43948358263 7.92622080448 92.5141142575
298.000000000 6.30000000000 0.253329171248 3.94743327455 5.43942487554 7.92630783851 92.3808834750
298.000000000 6.40000000000 0.257335187728 3.88598235954 5.43936617752 7.92639488763 92.2497478504
298.000000000 6.50000000000 0.261340734073 3.82642225119 5.43930748858 7.92648195185 92.1206424149
298.000000000 6.60000000000 0.265345810336 3.76866700376 5.43924880871 7.92656903120 91.9935051756
298.000000000 6.70000000000 0.269350416569 3.71263580260 5.43919013793 7.92665612567 91.8682769365
298.000000000 6.80000000000 0.273354552824 3.65825258686 5.43913147623 7.92674323530 91.7449011328
298.000000000 6.90000000000 0.277358219155 3.60544570500 5.43907282362 7.92683036008 91.6233236770
298.000000000 7.00000000000 0.281361415613 3.55414759988 5.43901418011 7.92691750003 91.5034928167
298.000000000 7.10000000000 0.285364142251 3.50429452037 5.43895554569 7.92700465516 91.3853590016
298.000000000 7.20000000000 0.289366399120 3.45582625710 5.43889692037 7.92709182548 91.2688747608
