"Temperature (K)" "Pressure (bar)" "Density (mol/l)" "Volume (l/mol)" "Internal Energy (kJ/mol)" "Enthalpy (kJ/mol)" "Entropy (J/mol*K)"
298.000000000 38.0000000000 1.63815180450 0.610444036539 11.6792447744 13.9989321132 75.4562260828
298.000000000 39.0000000000 1.68414405214 0.593773435668 11.6668276354 13.9825440345 75.1992069272
298.000000000 40.0000000000 1.73028486514 0.577939517445 11.6543843380 13.9661424077 74.9475942884
298.000000000 41.0000000000 1.77657404735 0.562881125889 11.6419150273 13.9497276434 74.7011192124
298.000000000 42.0000000000 1.82301137179 0.548542930380 11.6294198568 13.9333001644 74.4595323108
298.000000000 43.0000000000 1.86959657976 0.534874748289 11.6168989882 13.9168604058 74.2226019225
298.000000000 44.0000000000 1.91632938003 0.521830959969 11.6043525915 13.9004088153 73.9901124874
298.000000000 45.0000000000 1.96320944805 0.509370001756 11.5917808453 13.8839458532 73.7618631026
298.000000000 46.0000000000 2.01023642506 0.497453925088 11.5791839369 13.8674719923 73.5376662374
298.000000000 46.0000000000 2.01023642506 0.497453925088 11.5791839369 13.8674719923 73.5376662374
298.000000000 46.0000000000 2.01023642506 0.497453925088 11.5791839369 13.8674719923 73.5376662374
298.000000000 47.0000000000 2.05740991731 0.486048011915 11.5665620625 13.8509877185 73.3173465862
298.000000000 48.0000000000 2.10472949520 0.475120438176 11.5539154273 13.8344935305 73.1007400430
298.000000000 49.0000000000 2.15219469247 0.464641978488 11.5412442453 13.8179899399 72.8876927804
298.000000000 50.0000000000 2.19980500537 0.454585746264 11.5285487401 13.8014774714 72.6780604231
298.000000000 51.0000000000 2.24755989182 0.444926964412 11.5158291443 13.7849566628 72.4717073020
298.000000000 52.0000000000 2.29545877062 0.435642762483 11.5030857004 13.7684280653 72.2685057818
298.000000000 53.0000000000 2.34350102065 0.426711996790 11.4903186600 13.7518922429 72.0683356515
298.000000000 54.0000000000 2.39168598000 0.418115090511 11.4775282847 13.7353497734 71.8710835729
298.000000000 55.0000000000 2.44001294526 0.409833891228 11.4647148458 13.7188012476 71.6766425791
298.000000000 56.0000000000 2.48848117068 0.401851543737 11.4518786247 13.7022472697 71.4849116184
298.000000000 57.0000000000 2.53708986745 0.394152376244 11.4390199126 13.6856884572 71.2957951386
298.000000000 58.0000000000 2.58583820286 0.386721798330 11.4261390109 13.6691254412 71.1092027070
298.000000000 59.0000000000 2.63472529964 0.379546209291 11.4132362311 13.6525588660 70.9250486636
298.000000000 60.0000000000 2.68375023517 0.372612915648 11.4003118952 13.6359893891 70.7432518025
298.000000000 61.0000000000 2.73291204083 0.365910056767 11.3873663354 13.6194176817 70.5637350806
298.000000000 62.0000000000 2.78220970123 0.359426537676 11.3743998943 13.6028444279 70.3864253490
298.000000000 63.0000000000 2.83164215360 0.353151968277 11.3614129251 13.5862703252 70.2112531067
298.000000000 64.0000000000 2.88120828711 0.347076608266 11.3484057915 13.5696960844 70.0381522727
298.000000000 65.0000000000 2.93090694227 0.341191317124 11.3353788679 13.5531224292 69.8670599769
298.000000000 66.0000000000 2.98073691028 0.335487508660 11.3223325393 13.5365500964 69.6979163657
298.000000000 67.0000000000 3.03069693252 0.329957109624 11.3092672012 13.5199798357 69.5306644230
298.000000000 68.0000000000 3.08078569993 0.324592521973 11.2961832602 13.5034124096 69.3652498043
298.000000000 69.0000000000 3.13100185258 0.319386588410 11.2830811333 13.4868485933 69.2016206821
298.000000000 70.0000000000 3.18134397910 0.314332560883 11.2699612484 13.4702891746 69.0397276035
298.000000000 71.0000000000 3.23181061627 0.309424071746 11.2568240441 13.4537349535 68.8795233571
298.000000000 72.0000000000 3.28240024863 0.304655107315 11.2436699699 13.4371867426 68.7209628491
298.000000000 73.0000000000 3.33311130805 0.300019983607 11.2304994858 13.4206453661 68.5640029884
298.000000000 74.0000000000 3.38394217339 0.295513324035 11.2173130626 13.4041116605 68.4086025787
298.000000000 75.0000000000 3.43489117025 0.291130038896 11.2041111820 13.3875864737 68.2547222185
298.000000000 76.0000000000 3.48595657065 0.286865306476 11.1908943359 13.3710706651 68.1023242072
298.000000000 77.0000000000 3.53713659284 0.282714555617 11.1776630271 13.3545651053 67.9513724574
298.000000000 78.0000000000 3.58842940112 0.278673449640 11.1644177688 13.3380706760 67.8018324127
298.000000000 79.0000000000 3.63983310571 0.274737871478 11.1511590848 13.3215882695 67.6536709704
298.000000000 80.0000000000 3.69134576267 0.270903909927 11.1378875090 13.3051187885 67.5068564098
298.000000000 81.0000000000 3.74296537384 0.267167846914 11.1246035859 13.2886631459 67.3613583239
298.000000000 82.0000000000 3.79468988689 0.263526145695 11.1113078698 13.2722222645 67.2171475557
298.000000000 83.0000000000 3.84651719539 0.259975439912 11.0980009254 13.2557970766 67.0741961380
298.000000000 84.0000000000 3.89844513887 0.256512523424 11.0846833270 13.2393885238 66.9324772374
298.000000000 85.0000000000 3.95047150304 0.253134340858 11.0713556590 13.2229975563 66.7919651001
298.000000000 86.0000000000 4.00259402000 0.249837978822 11.0580185153 13.2066251332 66.6526350026
298.000000000 87.0000000000 4.05481036852 0.246620657716 11.0446724993 13.1902722214 66.5144632034
298.000000000 88.0000000000 4.10711817436 0.243479724115 11.0313182237 13.1739397959 66.3774268987
298.000000000 89.0000000000 4.15951501068 0.240412643646 11.0179563103 13.1576288388 66.2415041796
298.000000000 90.0000000000 4.21199839844 0.237416994358 11.0045873901 13.1413403394 66.1066739921
298.000000000 91.0000000000 4.26456580699 0.234490460520 10.9912121026 13.1250752934 65.9729160989
298.000000000 92.0000000000 4.31721465453 0.231630826823 10.9778310960 13.1088347027 65.8402110437
298.000000000 93.0000000000 4.36994230879 0.228835972957 10.9644450266 13.0926195751 65.7085401163
298.000000000 94.0000000000 4.42274608771 0.226103868540 10.9510545592 13.0764309234 65.5778853206
298.000000000 95.0000000000 4.47562326015 0.223432568354 10.9376603660 13.0602697653 65.4482293437
298.000000000 96.0000000000 4.52857104669 0.220820207895 10.9242631271 13.0441371229 65.3195555262
298.000000000 97.0000000000 4.58158662050 0.218264999187 10.9108635300 13.0280340221 65.1918478343
298.000000000 98.0000000000 4.63466710822 0.215765226854 10.8974622690 13.0119614921 65.0650908335
298.000000000 99.0000000000 4.68780959099 0.213319244434 10.8840600454 12.9959205653 64.9392696628
298.000000000 100.000000000 4.74101110539 0.210925470911 10.8706575669 12.9799122760 64.8143700106
298.000000000 101.000000000 4.79426864461 0.208582387456 10.8572555476 12.9639376609 64.6903780917
298.000000000 102.000000000 4.84757915955 0.206288534357 10.8438547072 12.9479977576 64.5672806253
298.000000000 103.000000000 4.90093955999 0.204042508127 10.8304557713 12.9320936050 64.4450648136
298.000000000 104.000000000 4.95434671592 0.201842958787 10.8170594706 12.9162262420 64.3237183218
298.000000000 105.000000000 5.00779745877 0.199688587295 10.8036665408 12.9003967074 64.2032292589
298.000000000 106.000000000 5.06128858279 0.197578143123 10.7902777221 12.8846060392 64.0835861591
298.000000000 107.000000000 5.11481684651 0.195510421978 10.7768937590 12.8688552742 63.9647779640
298.000000000 108.000000000 5.16837897411 0.193484263637 10.7635154001 12.8531454474 63.8467940061
298.000000000 109.000000000 5.22197165699 0.191498549913 10.7501433972 12.8374775913 63.7296239918
298.000000000 110.000000000 5.27559155534 0.189552202726 10.7367785057 12.8218527357 63.6132579865
298.000000000 111.000000000 5.32923529969 0.187644182282 10.7234214834 12.8062719067 63.4976863991
298.000000000 112.000000000 5.38289949259 0.185773485345 10.7100730908 12.7907361267 63.3828999679
298.000000000 113.000000000 5.43658071028 0.183939143607 10.6967340904 12.7752464132 63.2688897467
298.000000000 114.000000000 5.49027550444 0.182140222142 10.6834052464 12.7598037789 63.1556470915
298.000000000 115.000000000 5.54398040393 0.180375817940 10.6700873243 12.7444092307 63.0431636477
298.000000000 116.000000000 5.59769191662 0.178645058516 10.6567810905 12.7290637693 62.9314313378
298.000000000 117.000000000 5.65140653120 0.176947100599 10.6434873119 12.7137683889 62.8204423497
298.000000000 118.000000000 5.70512071906 0.175281128874 10.6302067555 12.6985240762 62.7101891250
298.000000000 119.000000000 5.75883093616 0.173646354805 10.6169401880 12.6833318102 62.6006643484
298.000000000 120.000000000 5.81253362501 0.172042015498 10.6036883756 12.6681925615 62.4918609369
298.000000000 121.000000000 5.86622521656 0.170467372643 10.5904520832 12.6531072922 62.3837720297
298.000000000 122.000000000 5.91990213219 0.168921711486 10.5772320744 12.6380769545 62.2763909784
298.000000000 123.000000000 5.97356078569 0.167404339870 10.5640291108 12.6231024912 62.1697113376
298.000000000 124.000000000 6.02719758527 0.165914587311 10.5508439518 12.6081848345 62.0637268555
298.000000000 125.000000000 6.08080893558 0.164451804126 10.5376773541 12.5933249057 61.9584314655
298.000000000 126.000000000 6.13439123972 0.163015360599 10.5245300714 12.5785236150 61.8538192775
298.000000000 127.000000000 6.18794090128 0.161604646191 10.5114028539 12.5637818605 61.7498845697
298.000000000 128.000000000 6.24145432640 0.160219068779 10.4982964478 12.5491005281 61.6466217810
298.000000000 129.000000000 6.29492792578 0.158858053943 10.4852115952 12.5344804911 61.5440255029
298.000000000 130.000000000 6.34835811674 0.157521044278 10.4721490336 12.5199226092 61.4420904727
298.000000000 131.000000000 6.40174132528 0.156207498740 10.4591094954 12.5054277289 61.3408115661
298.000000000 132.000000000 6.45507398805 0.154916892022 10.4460937076 12.4909966823 61.2401837906
298.000000000 133.000000000 6.50835255444 0.153648713962 10.4331023915 12.4766302872 61.1402022786
298.000000000 134.000000000 6.56157348855 0.152402468972 10.4201362622 12.4623293465 61.0408622814
298.000000000 135.000000000 6.61473327120 0.151177675501 10.4071960283 12.4480946476 60.9421591630
298.000000000 136.000000000 6.66782840191 0.149973865511 10.3942823916 12.4339269626 60.8440883941
298.000000000 137.000000000 6.72085540086 0.148790583989 10.3813960466 12.4198270473 60.7466455466
298.000000000 138.000000000 6.77381081080 0.147627388472 10.3685376804 12.4057956413 60.6498262881
298.000000000 139.000000000 6.82669119901 0.146483848595 10.3557079720 12.3918334674 60.5536263763
298.000000000 140.000000000 6.87949315915 0.145359545662 10.3429075922 12.3779412315 60.4580416547
298.000000000 141.000000000 6.93221331309 0.144254072233 10.3301372036 12.3641196220 60.3630680470
298.000000000 142.000000000 6.98484831278 0.143167031727 10.3173974594 12.3503693099 60.2687015526
298.000000000 143.000000000 7.03739484199 0.142098038046 10.3046890042 12.3366909482 60.1749382425
298.000000000 144.000000000 7.08984961807 0.141046715215 10.2920124727 12.3230851718 60.0817742546
298.000000000 145.000000000 7.14220939368 0.140012697035 10.2793684900 12.3095525971 59.9892057895
298.000000000 146.000000000 7.19447095837 0.138995626751 10.2667576715 12.2960938220 59.8972291067
298.000000000 147.000000000 7.24663114029 0.137995156734 10.2541806217 12.2827094257 59.8058405210
298.000000000 148.000000000 7.29868680772 0.137010948181 10.2416379352 12.2693999683 59.7150363983
298.000000000 149.000000000 7.35063487057 0.136042670818 10.2291301954 12.2561659906 59.6248131526
298.000000000 150.000000000 7.40247228188 0.135090002626 10.2166579749 12.2430080143 59.5351672424
298.000000000 151.000000000 7.45419603923 0.134152629571 10.2042218349 12.2299265414 59.4460951676
298.000000000 152.000000000 7.50580318611 0.133230245345 10.1918223253 12.2169220546 59.3575934664
298.000000000 153.000000000 7.55729081322 0.132322551125 10.1794599843 12.2039950165 59.2696587124
298.000000000 154.000000000 7.60865605973 0.131429255331 10.1671353383 12.1911458704 59.1822875121
298.000000000 155.000000000 7.65989611446 0.130550073403 10.1548489015 12.1783750393 59.0954765018
298.000000000 156.000000000 7.71100821705 0.129684727581 10.1426011763 12.1656829265 59.0092223454
298.000000000 157.000000000 7.76198965901 0.128832946697 10.1303926524 12.1530699155 58.9235217319
298.000000000 158.000000000 7.81283778474 0.127994465974 10.1182238072 12.1405363696 58.8383713735
298.000000000 159.000000000 7.86354999247 0.127169026834 10.1060951056 12.1280826322 58.7537680030
298.000000000 160.000000000 7.91412373520 0.126356376708 10.0940069995 12.1157090268 58.6697083721
298.000000000 161.000000000 7.96455652148 0.125556268865 10.0819599283 12.1034158570 58.5861892493
298.000000000 162.000000000 8.01484591619 0.124768462233 10.0699543183 12.0912034065 58.5032074186
298.000000000 163.000000000 8.06498954126 0.123992721241 10.0579905829 12.0790719392 58.4207596771
298.000000000 164.000000000 8.11498507631 0.123228815654 10.0460691224 12.0670216991 58.3388428343
298.000000000 165.000000000 8.16483025920 0.122476520424 10.0341903241 12.0550529110 58.2574537099
298.000000000 166.000000000 8.21452288655 0.121735615545 10.0223545618 12.0431657799 58.1765891329
298.000000000 167.000000000 8.26406081424 0.121005885905 10.0105621967 12.0313604913 58.0962459403
298.000000000 168.000000000 8.31344195772 0.120287121157 9.99881357630 12.0196372117 58.0164209758
298.000000000 169.000000000 8.36266429241 0.119579115583 9.98710903512 12.0079960885 57.9371110889
298.000000000 170.000000000 8.41172585392 0.118881667968 9.97544889443 11.9964372499 57.8583131338
298.000000000 171.000000000 8.46062473827 0.118194581480 9.96383346233 11.9849608056 57.7800239688
298.000000000 172.000000000 8.50935910204 0.117517663552 9.95226303374 11.9735668468 57.7022404551
298.000000000 173.000000000 8.55792716244 0.116850725768 9.94073789048 11.9622554463 57.6249594562
298.000000000 174.000000000 8.60632719738 0.116193583751 9.92925830128 11.9510266586 57.5481778377
298.000000000 175.000000000 8.65455754538 0.115546057064 9.91782452186 11.9398805205 57.4718924661
298.000000000 176.000000000 8.70261660555 0.114907969100 9.90643679500 11.9288170512 57.3961002088
298.000000000 177.000000000 8.75050283740 0.114279146991 9.89509535063 11.9178362524 57.3207979333
298.000000000 178.000000000 8.79821476069 0.113659421508 9.88380040586 11.9069381087 57.2459825072
298.000000000 179.000000000 8.84575095518 0.113048626970 9.87255216517 11.8961225879 57.1716507976
298.000000000 180.000000000 8.89311006032 0.112446601157 9.86135082044 11.8853896413 57.0977996712
298.000000000 181.000000000 8.94029077494 0.111853185223 9.85019655109 11.8747392036 57.0244259939
298.000000000 182.000000000 8.98729185684 0.111268223613 9.83908952424 11.8641711940 56.9515266305
298.000000000 183.000000000 9.03411212237 0.110691563981 9.82802989477 11.8536855156 56.8790984453
298.000000000 184.000000000 9.08075044596 0.110123057114 9.81701780553 11.8432820564 56.8071383013
298.000000000 185.000000000 9.12720575963 0.109562556859 9.80605338744 11.8329606893 56.7356430607
298.000000000 186.000000000 9.17347705236 0.109009920044 9.79513675967 11.8227212725 56.6646095851
298.000000000 187.000000000 9.21956336960 0.108465006412 9.78426802978 11.8125636497 56.5940347349
298.000000000 188.000000000 9.26546381256 0.107927678552 9.77344729390 11.8024876507 56.5239153705
298.000000000 189.000000000 9.31117753760 0.107397801831 9.76267463690 11.7924930915 56.4542483516
298.000000000 190.000000000 9.35670375549 0.106875244331 9.75195013259 11.7825797749 56.3850305378
298.000000000 191.000000000 9.40204173075 0.106359876784 9.74127384384 11.7727474904 56.3162587890
298.000000000 192.000000000 9.44719078083 0.105851572515 9.73064582282 11.7629960151 56.2479299655
298.000000000 193.000000000 9.49215027538 0.105350207381 9.72006611121 11.7533251137 56.1800409281
298.000000000 194.000000000 9.53691963543 0.104855659713 9.70953474032 11.7437345387 56.1125885390
298.000000000 195.000000000 9.58149833255 0.104367810262 9.69905173137 11.7342240315 56.0455696617
298.000000000 196.000000000 9.62588588803 0.103886542146 9.68861709563 11.7247933217 55.9789811615
298.000000000 197.000000000 9.67008187199 0.103411740794 9.67823083467 11.7154421283 55.9128199061
298.000000000 198.000000000 9.71408590250 0.102943293897 9.66789294055 11.7061701597 55.8470827657
298.000000000 199.000000000 9.75789764471 0.102481091359 9.65760339602 11.6969771141 55.7817666136
298.000000000 200.000000000 9.80151680988 0.102025025248 9.64736217475 11.6878626797 55.7168683268
298.000000000 201.000000000 9.84494315450 0.101574989749 9.63716924153 11.6788265355 55.6523847860
298.000000000 202.000000000 9.88817647934 0.101130881117 9.62702455251 11.6698683511 55.5883128766
298.000000000 203.000000000 9.93121662850 0.100692597635 9.61692805538 11.6609877874 55.5246494890
298.000000000 204.000000000 9.97406348845 0.100260039567 9.60687968961 11.6521844968 55.4613915187
298.000000000 205.000000000 10.0167169871 0.0998331091204 9.59687938665 11.6434581236 55.3985358673
298.000000000 206.000000000 10.0591770928 0.0994117103993 9.58692707017 11.6348083044 55.3360794428
298.000000000 207.000000000 10.1014438133 0.0989957493686 9.57702265626 11.6262346682 55.2740191600
298.000000000 208.000000000 10.1435171950 0.0985851338127 9.56716605365 11.6177368370 55.2123519411
298.000000000 209.000000000 10.1853973218 0.0981797732975 9.55735716392 11.6093144258 55.1510747161
298.000000000 210.000000000 10.2270843142 0.0977795791333 9.54759588172 11.6009670435 55.0901844234
298.000000000 211.000000000 10.2685783281 0.0973844643381 9.53788209500 11.5926942925 55.0296780100
298.000000000 212.000000000 10.3098795544 0.0969943436023 9.52821568517 11.5844957695 54.9695524324
298.000000000 213.000000000 10.3509882174 0.0966091332535 9.51859652738 11.5763710657 54.9098046568
298.000000000 214.000000000 10.3919045742 0.0962287512229 9.50902449068 11.5683197668 54.8504316596
298.000000000 215.000000000 10.4326289136 0.0958531170122 9.49949943822 11.5603414540 54.7914304279
298.000000000 216.000000000 10.4731615554 0.0954821516608 9.49002122751 11.5524357034 54.7327979599
298.000000000 217.000000000 10.5135028491 0.0951157777147 9.48058971055 11.5446020870 54.6745312655
298.000000000 218.000000000 10.5536531733 0.0947539191952 9.47120473409 11.5368401725 54.6166273663
298.000000000 219.000000000 10.5936129346 0.0943965015686 9.46186613979 11.5291495241 54.5590832967
298.000000000 220.000000000 10.6333825667 0.0940434517169 9.45257376442 11.5215297022 54.5018961037
298.000000000 221.000000000 10.6729625296 0.0936946979089 9.44332744008 11.5139802639 54.4450628477
298.000000000 222.000000000 10.7123533085 0.0933501697717 9.43412699435 11.5065007633 54.3885806026
298.000000000 223.000000000 10.7515554132 0.0930097982632 9.42497225049 11.4990907518 54.3324464564
298.000000000 224.000000000 10.7905693773 0.0926735156449 9.41586302762 11.4917497781 54.2766575114
298.000000000 225.000000000 10.8293957567 0.0923412554558 9.40679914091 11.4844773887 54.2212108849
298.000000000 226.000000000 10.8680351296 0.0920129524862 9.39778040175 11.4772731279 54.1661037090
298.000000000 227.000000000 10.9064880953 0.0916885427523 9.38880661791 11.4701365384 54.1113331314
298.000000000 228.000000000 10.9447552731 0.0913679634718 9.37987759373 11.4630671609 54.0568963154
298.000000000 229.000000000 10.9828373021 0.0910511530393 9.37099313027 11.4560645349 54.0027904406
298.000000000 230.000000000 11.0207348400 0.0907380510026 9.36215302547 11.4491281985 53.9490127027
298.000000000 231.000000000 11.0584485625 0.0904285980395 9.35335707432 11.4422576890 53.8955603142
298.000000000 232.000000000 11.0959791624 0.0901227359353 9.34460506901 11.4354525427 53.8424305043
298.000000000 233.000000000 11.1333273492 0.0898204075599 9.33589679908 11.4287122952 53.7896205196
298.000000000 234.000000000 11.1704938478 0.0895215568466 9.32723205157 11.4220364818 53.7371276239
298.000000000 235.000000000 11.2074793985 0.0892261287705 9.31861061117 11.4154246373 53.6849490988
298.000000000 236.000000000 11.2442847557 0.0889340693276 9.31003226033 11.4088762965 53.6330822436
298.000000000 237.000000000 11.2809106876 0.0886453255141 9.30149677946 11.4023909941 53.5815243756
298.000000000 238.000000000 11.3173579755 0.0883598453069 9.29300394699 11.3959682653 53.5302728306
298.000000000 239.000000000 11.3536274130 0.0880775776434 9.28455353954 11.3896076452 53.4793249626
298.000000000 240.000000000 11.3897198053 0.0877984724026 9.27614533206 11.3833086697 53.4286781443
298.000000000 241.000000000 11.4256359691 0.0875224803860 9.26777909792 11.3770708752 53.3783297671
298.000000000 242.000000000 11.4613767313 0.0872495532996 9.25945460903 11.3708937989 53.3282772414
298.000000000 243.000000000 11.4969429289 0.0869796437353 9.25117163600 11.3647769788 53.2785179964
298.000000000 244.000000000 11.5323354084 0.0867127051535 9.24292994821 11.3587199540 53.2290494806
298.000000000 245.000000000 11.5675550250 0.0864486918659 9.23472931391 11.3527222646 53.1798691618
298.000000000 246.000000000 11.6026026423 0.0861875590181 9.22656950038 11.3467834522 53.1309745272
298.000000000 247.000000000 11.6374791317 0.0859292625733 9.21845027399 11.3409030595 53.0823630832
298.000000000 248.000000000 11.6721853718 0.0856737592960 9.21037140029 11.3350806308 53.0340323560
298.000000000 249.000000000 11.7067222480 0.0854210067359 9.20233264416 11.3293157119 52.9859798913
298.000000000 250.000000000 11.7410906520 0.0851709632125 9.19433376985 11.3236078502 52.9382032543
298.000000000 251.000000000 11.7752914816 0.0849235877995 9.18637454110 11.3179565949 52.8907000302
298.000000000 252.000000000 11.8093256395 0.0846788403100 9.17845472119 11.3123614970 52.8434678237
298.000000000 253.000000000 11.8431940339 0.0844366812819 9.17057407309 11.3068221095 52.7965042594
298.000000000 254.000000000 11.8768975771 0.0841970719631 9.16273235948 11.3013379873 52.7498069817
298.000000000 255.000000000 11.9104371858 0.0839599742980 9.15492934286 11.2959086875 52.7033736548
298.000000000 256.000000000 11.9438137803 0.0837253509134 9.14716478562 11.2905337690 52.6572019627
298.000000000 257.000000000 11.9770282842 0.0834931651047 9.13943845009 11.2852127933 52.6112896091
298.000000000 258.000000000 12.0100816242 0.0832633808235 9.13175009865 11.2799453239 52.5656343178
298.000000000 259.000000000 12.0429747296 0.0830359626635 9.12409949378 11.2747309268 52.5202338321
298.000000000 260.000000000 12.0757085317 0.0828108758487 9.11648639811 11.2695691702 52.4750859152
298.000000000 261.000000000 12.1082839640 0.0825880862207 9.10891057451 11.2644596249 52.4301883501
298.000000000 262.000000000 12.1407019614 0.0823675602264 9.10137178613 11.2594018641 52.3855389393
298.000000000 263.000000000 12.1729634604 0.0821492649061 9.09386979645 11.2543954635 52.3411355052
298.000000000 264.000000000 12.2050693981 0.0819331678818 9.08640436938 11.2494400015 52.2969758895
298.000000000 265.000000000 12.2370207123 0.0817192373460 9.07897526926 11.2445350589 52.2530579537
298.000000000 266.000000000 12.2688183416 0.0815074420501 9.07158226095 11.2396802195 52.2093795787
298.000000000 267.000000000 12.3004632242 0.0812977512938 9.06422510984 11.2348750694 52.1659386647
298.000000000 268.000000000 12.3319562985 0.0810901349138 9.05690358195 11.2301191976 52.1227331315
298.000000000 269.000000000 12.3632985025 0.0808845632741 9.04961744393 11.2254121960 52.0797609180
298.000000000 270.000000000 12.3944907733 0.0806810072548 9.04236646311 11.2207536590 52.0370199822
298.000000000 271.000000000 12.4255340474 0.0804794382427 9.03515040757 11.2161431839 51.9945083014
298.000000000 272.000000000 12.4564292601 0.0802798281209 9.02796904614 11.2115803710 51.9522238718
298.000000000 273.000000000 12.4871773454 0.0800821492593 9.02082214846 11.2070648232 51.9101647085
298.000000000 274.000000000 12.5177792357 0.0798863745053 9.01370948503 11.2025961465 51.8683288454
298.000000000 275.000000000 12.5482358619 0.0796924771743 9.00663082720 11.1981739495 51.8267143352
298.000000000 276.000000000 12.5785481527 0.0795004310403 8.99958594724 11.1937978440 51.7853192492
298.000000000 277.000000000 12.6087170349 0.0793102103278 8.99257461837 11.1894674444 51.7441416772
298.000000000 278.000000000 12.6387434329 0.0791217897023 8.98559661474 11.1851823685 51.7031797272
298.000000000 279.000000000 12.6686282688 0.0789351442619 8.97865171154 11.1809422364 51.6624315258
