"Temperature (K)" "Pressure (bar)" "Density (mol/l)" "Volume (l/mol)" "Internal Energy (kJ/mol)" "Enthalpy (kJ/mol)" "Entropy (J/mol*K)"
298.000000000 0.100000000000 0.00403808385223 247.642207689 12.9684802204 15.4449022973 108.126740270
298.000000000 0.200000000000 0.00808038195614 123.756526044 12.9659680058 15.4410985266 102.355154736
298.000000000 0.300000000000 0.0121269057122 82.4612661903 12.9634532934 15.4372912791 98.9754837118
298.000000000 0.400000000000 0.0161776665696 61.8136117281 12.9609360770 15.4334805461 96.5751063859
298.000000000 0.500000000000 0.0202326760263 49.4249993773 12.9584163502 15.4296663190 94.7113227071
298.000000000 0.600000000000 0.0242919456295 41.1659080443 12.9558941065 15.4258485892 93.1869422523
298.000000000 0.700000000000 0.0283554869759 35.2665429745 12.9533693396 15.4220273478 91.8967776323
298.000000000 0.800000000000 0.0324233117121 30.8420067907 12.9508420430 15.4182025862 90.7780413386
298.000000000 0.900000000000 0.0364954315344 27.4006898386 12.9483122102 15.4143742956 89.7902341313
298.000000000 1.00000000000 0.0405718581898 24.6476263257 12.9457798347 15.4105424673 88.9057034050
298.000000000 1.10000000000 0.0446526034755 22.3951107475 12.9432449100 15.4067070923 88.1047256740
298.000000000 1.20000000000 0.0487376792402 20.5180061010 12.9407074296 15.4028681617 87.3727378386
298.000000000 1.30000000000 0.0528270973831 18.9296790764 12.9381673868 15.3990256667 86.6986805137
298.000000000 1.40000000000 0.0569208698555 17.5682487379 12.9356247750 15.3951795984 86.0739570584
298.000000000 1.50000000000 0.0610190086601 16.3883357327 12.9330795877 15.3913299476 85.4917526139
298.000000000 1.60000000000 0.0651215258520 15.3559055461 12.9305318181 15.3874767055 84.9465733627
298.000000000 1.70000000000 0.0692284335384 14.4449317844 12.9279814595 15.3836198629 84.4339257120
298.000000000 1.80000000000 0.0733397438793 13.6351716969 12.9254285053 15.3797594107 83.9500873167
298.000000000 1.90000000000 0.0774554690879 12.9106441646 12.9228729486 15.3758953399 83.4919400937
298.000000000 2.00000000000 0.0815756214305 12.2585642924 12.9203147827 15.3720276411 83.0568461182
298.000000000 2.10000000000 0.0857002132271 11.6685824031 12.9177540007 15.3681563054 82.6425538307
298.000000000 2.20000000000 0.0898292568516 11.1322305789 12.9151905960 15.3642813233 82.2471260831
298.000000000 2.30000000000 0.0939627647322 10.6425135834 12.9126245614 15.3604026856 81.8688841926
298.000000000 2.40000000000 0.0981007493518 10.1936020531 12.9100558903 15.3565203831 81.5063639112
298.000000000 2.50000000000 0.102243223248 9.78059932223 12.9074845756 15.3526344062 81.1582803895
298.000000000 2.60000000000 0.106390199013 9.39936205848 12.9049106105 15.3487447457 80.8235000156
298.000000000 2.70000000000 0.110541689297 9.04636075641 12.9023339878 15.3448513921 80.5010175725
298.000000000 2.80000000000 0.114697706802 8.71857012561 12.8997547007 15.3409543359 80.1899375512
298.000000000 2.90000000000 0.118858264290 8.41338215708 12.8971727420 15.3370535676 79.8894587445
298.000000000 3.00000000000 0.123023374578 8.12853657634 12.8945881047 15.3331490776 79.5988614537
298.000000000 3.10000000000 0.127193050539 7.86206475717 12.8920007817 15.3292408564 79.3174967939
298.000000000 3.20000000000 0.131367305105 7.61224415163 12.8894107659 15.3253288944 79.0447776976
298.000000000 3.30000000000 0.135546151264 7.37756100542 12.8868180500 15.3214131818 78.7801713034
298.000000000 3.40000000000 0.139729602063 7.15667965297 12.8842226269 15.3174937089 78.5231924808
