# iterations	 errorinentropy	 maxerror	 minmean	 maxmean	 cverror	 (generated with python scripts-python-make-data/ising-multi-heat-capacity.py --file_dir=../ising-cp-data/ --reference=../deft/papers/histogram/data/ising-32-reference-lndos.dat --save_dir=ising/data/comparison/N32 --filename ising-sad-32 ising-samc-1e5-32 ising-samc-1e6-32 ising-samc-1e7-32 ising-wl-32 ising-wl-inv-t-32 --N=32 --Emin=2048 --Emax=0 --seed_avg=8
0.03125	184	705.7	184	184	444.9
0.0625	184	705.7	184	184	444.9
0.09375	184	705.7	184	184	444.9
0.125	184	705.7	184	184	444.9
0.1875	184	705.7	184	184	444.9
0.2188	184	705.7	184	184	444.9
0.3125	184	705.7	184	184	444.9
0.4062	184	705.7	184	184	444.9
0.5625	184	705.7	184	184	444.9
0.75	184	705.7	184	184	444.9
1	184	705.7	184	184	444.9
1.312	184	705.7	183.9	184	444.9
1.75	184	705.7	183.9	184	444.9
2.344	184	705.6	183.9	184	444.9
3.125	183.9	705.6	183.9	184	444.9
4.156	183.9	705.5	183.8	184	444.9
5.562	183.9	705.3	183.7	184	444.9
7.406	183.8	705.2	183.6	184	444.9
9.875	183.7	704.9	183.5	184	444.9
13.19	183.6	704.7	183.3	184	444.9
17.56	183.6	703.8	183.1	184	444.9
23.44	183.5	703.8	182.9	184	444.9
31.25	183.3	703.1	182.5	184	444.9
41.69	183.1	702.7	181.9	184	444.9
55.56	182.8	700.8	181.1	183.7	444.9
74.09	182.2	699	180.3	183.6	444.9
98.81	181.3	695.7	179.7	182.9	444.9
131.8	180.3	692.6	177.9	182.7	444.9
175.7	178.9	691.7	175.9	180.6	444.9
234.3	177.8	688.5	175.7	178.9	444.9
312.5	176.2	685.1	173.9	177.9	444.9
416.7	172.6	678.8	169	176.2	444.9
555.7	168.2	669.6	166.4	171.1	444.9
741.1	163.7	666.1	161.2	167.8	444.9
988.2	155.4	650.3	152.1	158.7	444.9
1318	148.1	640.1	142.8	152	444.9
1757	137.5	630.4	132.5	140.7	444.9
2343	130.7	623.3	119.9	143.8	446.1
3125	127.3	603.6	119.3	137	983.6
4167	127.5	581.9	123.2	132.1	963.7
5557	137.2	555.6	125.1	146.3	939.1
7411	160.9	626	149.5	174.2	932.8
9882	196.9	760.6	177.1	212.7	954.6
1.318e+04	256.1	909.2	238.4	278.9	892.2
1.757e+04	341.7	1111	314.2	360.4	433.6
2.343e+04	434.3	1333	410.9	457.2	414.1
3.125e+04	577.1	1723	545.3	609.3	432.1
4.167e+04	702.3	2089	665.5	729.9	429.2
5.557e+04	847.7	2613	813.9	881.1	420.7
7.411e+04	993.4	3255	907.6	1068	411.1
9.882e+04	1166	4142	1091	1222	414.2
1.318e+05	1242	5153	1011	1374	412
1.757e+05	1258	6519	949.8	1418	423.5
2.343e+05	1442	8317	1035	1917	420.5
3.125e+05	1518	9796	1134	2054	413.5
4.167e+05	938.2	6573	735.3	1215	406.4
5.557e+05	688.5	4595	500.7	906.6	401.5
7.411e+05	575.7	4573	425.7	713.2	368.3
9.882e+05	413.7	2839	326.2	490.6	419.9
1.318e+06	318.7	2347	244.7	404.4	365.9
1.757e+06	190.6	1356	161.4	233.7	372.7
2.343e+06	139.8	1084	102.7	177.2	370.2
3.125e+06	123.6	881.5	94.79	162.9	351.1
4.167e+06	78.17	574.5	49.16	105.6	341.7
5.557e+06	58.58	404.8	31.78	90.25	323.7
7.411e+06	44.8	355	20.37	62.04	295.5
9.882e+06	25.52	183.4	11.34	33.7	269.8
1.318e+07	28.73	180.7	19.01	37.69	274.4
1.757e+07	19.22	126.9	9.968	33.19	232.1
