# iterations	 errorinentropy	 maxerror	 minmean	 maxmean	 cverror	 (generated with python scripts-python-make-data/ising-multi-heat-capacity.py --file_dir=../ising-cp-data/ --reference=../deft/papers/histogram/data/ising-32-reference-lndos.dat --save_dir=ising/data/comparison/N32 --filename ising-sad-32 ising-samc-1e5-32 ising-samc-1e6-32 ising-samc-1e7-32 ising-wl-32 ising-wl-inv-t-32 --N=32 --Emin=2048 --Emax=0 --seed_avg=8
0.03125	184	705.7	184	184	321.9
0.0625	184	705.7	184	184	321.9
0.09375	184	705.7	184	184	321.9
0.125	184	705.7	184	184	321.9
0.1875	184	705.7	184	184	321.9
0.2188	184	705.7	184	184	321.9
0.3125	184	705.7	184	184	321.9
0.4062	184	705.7	184	184	321.9
0.5625	184	705.7	184	184	321.9
0.75	184	705.7	184	184	321.9
1	184	705.7	184	184	321.9
1.312	184	705.7	183.9	184	321.9
1.75	184	705.7	183.9	184	321.9
2.344	184	705.6	183.9	184	321.9
3.125	183.9	705.6	183.9	184	321.9
4.156	183.9	705.5	183.8	184	321.9
5.562	183.8	705.1	183.7	183.9	321.9
7.406	183.8	704.9	183.6	183.8	321.9
9.875	183.6	704.5	183.5	183.7	321.9
13.19	183.5	704.3	183.3	183.7	321.9
17.56	183.4	703.2	183.1	183.7	321.9
23.44	183.1	702.9	182.9	183.4	321.9
31.25	182.8	701.5	182.5	183.1	321.9
41.69	182.3	699.8	181.9	182.8	321.9
55.56	181.6	696.4	181.1	182	321.9
74.09	180.8	695.5	180.3	181.3	321.9
98.81	180	693.4	179.7	180.2	321.9
131.8	178.3	688.8	178	178.4	321.9
175.7	176	681.3	175.6	176.2	321.9
234.3	173	671.4	172.7	173.5	321.9
312.5	169.4	667.1	168.6	169.8	321.9
416.7	164.4	665	163.7	165.4	321.9
555.7	158.1	658.6	157.3	158.6	321.9
741.1	149.3	644.7	148.7	150.2	321.9
988.2	138.7	631.9	137.7	142	321.9
1318	127.6	616	124.7	131.7	322.1
1757	126.6	603.3	120	136.5	686.1
2343	128.2	577.9	122.4	143.4	683.2
3125	139.6	551.8	123.5	153.4	681.1
4167	160.3	629.4	141.5	167.4	640.1
5557	199.1	742.6	189	209.4	633.5
7411	269.8	950.4	259.5	285.4	637.1
9882	354.5	1137	334.1	380.2	626.9
1.318e+04	475.1	1439	450.3	501.8	625.4
1.757e+04	607.3	1777	598.9	619.2	625.2
2.343e+04	749.7	2230	692	776.7	631.4
3.125e+04	867.9	2713	710.2	950.5	602
4.167e+04	1045	3469	937.7	1135	638.8
5.557e+04	1144	4368	859.9	1299	645.2
7.411e+04	1351	5585	1209	1525	629.7
9.882e+04	1316	7051	997	1639	608.6
1.318e+05	1206	7571	558.8	1620	610.9
1.757e+05	587.5	3813	112.8	1608	539.3
2.343e+05	104.7	881.6	15	279.7	340.6
3.125e+05	12.44	71.93	4.692	37.18	154.4
4.167e+05	2.584	11.01	0.7246	4.974	70.26
5.557e+05	1.005	5.257	0.2899	1.916	36.83
7.411e+05	0.4481	2.3	0.1879	1.002	26.31
9.882e+05	0.3699	1.763	0.1928	0.5597	20.86
1.318e+06	0.2924	1.371	0.1427	0.4837	16.11
1.757e+06	0.2422	1.11	0.09322	0.4253	13.54
2.343e+06	0.1533	0.7612	0.08071	0.2927	11.76
3.125e+06	0.1132	0.6454	0.05459	0.2104	9.96
4.167e+06	0.09419	0.5216	0.04688	0.1569	7.873
5.557e+06	0.07669	0.4443	0.04218	0.135	7.483
7.411e+06	0.07546	0.3875	0.03966	0.1398	6.943
9.882e+06	0.0606	0.3114	0.0296	0.1284	5.775
1.318e+07	0.04838	0.2611	0.02337	0.08963	5.01
1.757e+07	0.05118	0.2269	0.01798	0.108	4.553
2.343e+07	0.03579	0.1613	0.01571	0.07931	4.179
3.125e+07	0.04834	0.1946	0.02488	0.1104	4.028
4.167e+07	0.0422	0.1749	0.01556	0.09754	3.896
5.557e+07	0.02989	0.1324	0.008324	0.05385	3.52
7.411e+07	0.02604	0.1158	0.008977	0.05236	3.39
9.882e+07	0.02179	0.09376	0.006167	0.05331	3.221
1.318e+08	0.017	0.07606	0.005207	0.04832	3.02
1.757e+08	0.01772	0.0728	0.004409	0.04266	3
2.343e+08	0.01555	0.06204	0.003759	0.03071	2.848
3.125e+08	0.01582	0.06392	0.004302	0.0373	2.752
4.167e+08	0.01535	0.05708	0.005487	0.02959	2.705
5.557e+08	0.01014	0.0428	0.00437	0.02458	2.566
7.411e+08	0.009119	0.03923	0.003204	0.02059	2.513
9.882e+08	0.008415	0.03344	0.002138	0.01484	2.479
1.318e+09	0.006653	0.02937	0.002	0.01034	2.411
1.757e+09	0.006796	0.02792	0.003002	0.01194	2.402
2.343e+09	0.004786	0.02108	0.001755	0.008209	2.345
3.125e+09	0.004673	0.01994	0.00161	0.008056	2.322
4.167e+09	0.004121	0.01551	0.001495	0.006555	2.293
5.557e+09	0.002073	0.009865	0.001094	0.004252	2.265
7.411e+09	0.002578	0.01004	0.0007778	0.006098	2.258
9.882e+09	0.002805	0.01105	0.001261	0.006341	2.252
1.318e+10	0.002665	0.009815	0.0008825	0.005654	2.251
1.757e+10	0.001756	0.007052	0.0004741	0.003632	2.226
2.343e+10	0.001521	0.00613	0.0005168	0.00346	2.214
3.125e+10	0.001187	0.005442	0.0005853	0.002608	2.201
4.167e+10	0.0009498	0.004511	0.0004795	0.001843	2.199
5.557e+10	0.0008433	0.00385	0.0002763	0.001744	2.192
7.411e+10	0.0008802	0.003533	0.0002947	0.001719	2.183
9.882e+10	0.0008355	0.003472	0.0003807	0.001555	2.179
1.318e+11	0.0006108	0.002646	0.0002976	0.001387	2.175
1.757e+11	0.0005198	0.002186	0.0002499	0.001067	2.17
2.343e+11	0.0005291	0.002103	0.0002248	0.00088	2.169
3.125e+11	0.0003322	0.00158	0.0001862	0.0005447	2.162
4.167e+11	0.0002909	0.001312	6.747e-05	0.0004866	2.158
